# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1028032	1028325	+							KI216_RS04955	294		old_locus_tag=ACBO_09470
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1028032	1028325	+	WP_018572570.1	WP_018572570.1		hypothetical protein			KI216_RS04955	294	97	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1028696	1030102	+							KI216_RS04960	1407		old_locus_tag=ACBO_09480
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1028696	1030102	+	WP_005011275.1	WP_005011275.1		aldehyde dehydrogenase family protein			KI216_RS04960	1407	468	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1030187	1030852	+							KI216_RS04965	666		old_locus_tag=ACBO_09490
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1030187	1030852	+	WP_005011273.1	WP_005011273.1		helix-turn-helix transcriptional regulator			KI216_RS04965	666	221	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1030935	1033244	+					tynA		KI216_RS04970	2310		old_locus_tag=ACBO_09500
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1030935	1033244	+	WP_005011270.1	WP_005011270.1		primary-amine oxidase	tynA		KI216_RS04970	2310	769	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1033324	1034601	+							KI216_RS04975	1278		old_locus_tag=ACBO_09510
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1033324	1034601	+	WP_005011269.1	WP_005011269.1		hypothetical protein			KI216_RS04975	1278	425	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1034714	1035361	-							KI216_RS04980	648		old_locus_tag=ACBO_09520
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1034714	1035361	-	WP_005011259.1	WP_005011259.1		CoA transferase subunit B			KI216_RS04980	648	215	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1035364	1036065	-							KI216_RS04985	702		old_locus_tag=ACBO_09530
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1035364	1036065	-	WP_005011257.1	WP_005011257.1		CoA transferase subunit A			KI216_RS04985	702	233	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1036283	1037167	-							KI216_RS04990	885		old_locus_tag=ACBO_09540
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1036283	1037167	-	WP_005011252.1	WP_005011252.1		LysR family transcriptional regulator			KI216_RS04990	885	294	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1037573	1038148	-							KI216_RS04995	576		old_locus_tag=ACBO_09550
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1037573	1038148	-	WP_005011245.1	WP_005011245.1		VOC family protein			KI216_RS04995	576	191	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1038179	1038817	-					maiA		KI216_RS05000	639		old_locus_tag=ACBO_09560
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1038179	1038817	-	WP_005011244.1	WP_005011244.1		maleylacetoacetate isomerase	maiA		KI216_RS05000	639	212	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1038814	1040121	-					fahA		KI216_RS05005	1308		old_locus_tag=ACBO_09570
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1038814	1040121	-	WP_005011243.1	WP_005011243.1		fumarylacetoacetase	fahA		KI216_RS05005	1308	435	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1040507	1041286	+							KI216_RS05010	780		old_locus_tag=ACBO_09580
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1040507	1041286	+	WP_005011242.1	WP_005011242.1		IclR family transcriptional regulator			KI216_RS05010	780	259	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1041337	1042644	+							KI216_RS05015	1308		old_locus_tag=ACBO_09590
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1041337	1042644	+	WP_005011241.1	WP_005011241.1		MFS transporter			KI216_RS05015	1308	435	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1042691	1044400	+							KI216_RS05020	1710		old_locus_tag=ACBO_09600
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1042691	1044400	+	WP_005011240.1	WP_005011240.1		FAD-dependent monooxygenase			KI216_RS05020	1710	569	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1044397	1044582	+							KI216_RS05025	186		old_locus_tag=ACBO_09610
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1044397	1044582	+	WP_005011237.1	WP_005011237.1		hypothetical protein			KI216_RS05025	186	61	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1044714	1045157	-							KI216_RS05030	444		old_locus_tag=ACBO_09620
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1044714	1045157	-	WP_018572567.1	WP_018572567.1		DUF2726 domain-containing protein			KI216_RS05030	444	147	
gene	tRNA	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1045217	1045292	-							KI216_RS05035	76		old_locus_tag=ACBO_t00360
tRNA		GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1045217	1045292	-				tRNA-Asn			KI216_RS05035	76		anticodon=GTT
gene	tRNA	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1045630	1045705	-							KI216_RS05040	76		old_locus_tag=ACBO_t00370
tRNA		GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1045630	1045705	-				tRNA-Asn			KI216_RS05040	76		anticodon=GTT
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1045956	1046399	+							KI216_RS05045	444		old_locus_tag=ACBO_09630
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1045956	1046399	+	WP_005011232.1	WP_005011232.1		hypothetical protein			KI216_RS05045	444	147	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1046520	1046954	-							KI216_RS05050	435		old_locus_tag=ACBO_09640
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1046520	1046954	-	WP_005011231.1	WP_005011231.1		PaaI family thioesterase			KI216_RS05050	435	144	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1047074	1047313	-							KI216_RS05055	240		old_locus_tag=ACBO_09650
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1047074	1047313	-	WP_005011230.1	WP_005011230.1		hypothetical protein			KI216_RS05055	240	79	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1047608	1048468	+							KI216_RS05060	861		old_locus_tag=ACBO_09660
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1047608	1048468	+	WP_005011228.1	WP_005011228.1		DMT family transporter			KI216_RS05060	861	286	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1048472	1049164	+							KI216_RS05065	693		old_locus_tag=ACBO_09670
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1048472	1049164	+	WP_005011225.1	WP_005011225.1		DUF2711 family protein			KI216_RS05065	693	230	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1049266	1050492	-							KI216_RS05070	1227		old_locus_tag=ACBO_09680
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1049266	1050492	-	WP_005011222.1	WP_005011222.1		pyridoxal phosphate-dependent aminotransferase			KI216_RS05070	1227	408	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1050793	1051620	-					map		KI216_RS05075	828		old_locus_tag=ACBO_09690
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1050793	1051620	-	WP_005011221.1	WP_005011221.1		type I methionyl aminopeptidase	map		KI216_RS05075	828	275	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1051828	1052577	+					rpsB		KI216_RS05080	750		old_locus_tag=ACBO_09700
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1051828	1052577	+	WP_005011220.1	WP_005011220.1		30S ribosomal protein S2	rpsB		KI216_RS05080	750	249	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1052719	1053597	+					tsf		KI216_RS05085	879		old_locus_tag=ACBO_09710
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1052719	1053597	+	WP_005011218.1	WP_005011218.1		translation elongation factor Ts	tsf		KI216_RS05085	879	292	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1053772	1054308	+							KI216_RS05090	537		old_locus_tag=ACBO_09720
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1053772	1054308	+	WP_005011212.1	WP_005011212.1		DUF3465 domain-containing protein			KI216_RS05090	537	178	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1054403	1055242	+							KI216_RS05095	840		old_locus_tag=ACBO_09730
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1054403	1055242	+	WP_005011205.1	WP_005011205.1		AraC family transcriptional regulator			KI216_RS05095	840	279	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1055401	1056105	+							KI216_RS05100	705		old_locus_tag=ACBO_09740
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1055401	1056105	+	WP_005011203.1	WP_005011203.1		AzlC family ABC transporter permease			KI216_RS05100	705	234	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1056105	1056422	+							KI216_RS05105	318		old_locus_tag=ACBO_09750
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1056105	1056422	+	WP_026253348.1	WP_026253348.1		AzlD domain-containing protein			KI216_RS05105	318	105	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1056515	1056970	-							KI216_RS05110	456		old_locus_tag=ACBO_09760
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1056515	1056970	-	WP_005011198.1	WP_005011198.1		DUF962 domain-containing protein			KI216_RS05110	456	151	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1057280	1057891	-							KI216_RS05115	612		old_locus_tag=ACBO_09770
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1057280	1057891	-	WP_005011197.1	WP_005011197.1		septal ring lytic transglycosylase RlpA family protein			KI216_RS05115	612	203	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1058178	1059179	-					mltB		KI216_RS05120	1002		old_locus_tag=ACBO_09780
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1058178	1059179	-	WP_005011196.1	WP_005011196.1		lytic murein transglycosylase B	mltB		KI216_RS05120	1002	333	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1059791	1060441	-							KI216_RS05125	651		old_locus_tag=ACBO_09790
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1059791	1060441	-	WP_005011193.1	WP_005011193.1		hypothetical protein			KI216_RS05125	651	216	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1060467	1061282	-					queF		KI216_RS05130	816		old_locus_tag=ACBO_09800
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1060467	1061282	-	WP_005011192.1	WP_005011192.1		NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	queF		KI216_RS05130	816	271	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1061282	1062055	-							KI216_RS05135	774		old_locus_tag=ACBO_09810
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1061282	1062055	-	WP_005011191.1	WP_005011191.1		ABC transporter permease			KI216_RS05135	774	257	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1062052	1062987	-							KI216_RS05140	936		old_locus_tag=ACBO_09820
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1062052	1062987	-	WP_005011190.1	WP_005011190.1		ABC transporter ATP-binding protein			KI216_RS05140	936	311	
gene	tRNA	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1063166	1063241	+							KI216_RS05145	76		old_locus_tag=ACBO_t00380
tRNA		GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1063166	1063241	+				tRNA-Arg			KI216_RS05145	76		anticodon=CCG
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1063318	1064214	+							KI216_RS05150	897		old_locus_tag=ACBO_09830
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1063318	1064214	+	WP_005011189.1	WP_005011189.1		hypothetical protein			KI216_RS05150	897	298	
gene	pseudogene	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1065112	1065266	+							KI216_RS16065	155		partial;pseudo
CDS	without_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1065112	1065266	+				hypothetical protein			KI216_RS16065	155		partial;pseudo
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1065326	1066735	-							KI216_RS05155	1410		old_locus_tag=ACBO_09860
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1065326	1066735	-	WP_005011188.1	WP_005011188.1		PLP-dependent aminotransferase family protein			KI216_RS05155	1410	469	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1066808	1066930	-							KI216_RS05160	123		
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1066808	1066930	-	WP_099048131.1	WP_099048131.1		DUF2474 family protein			KI216_RS05160	123	40	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1066945	1067949	-					cydB		KI216_RS05165	1005		old_locus_tag=ACBO_09870
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1066945	1067949	-	WP_005011187.1	WP_005011187.1		cytochrome d ubiquinol oxidase subunit II	cydB		KI216_RS05165	1005	334	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1067942	1069399	-							KI216_RS05170	1458		old_locus_tag=ACBO_09880
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1067942	1069399	-	WP_005011186.1	WP_005011186.1		cytochrome ubiquinol oxidase subunit I			KI216_RS05170	1458	485	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1069692	1070513	+							KI216_RS05175	822		old_locus_tag=ACBO_09890
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1069692	1070513	+	WP_005011185.1	WP_005011185.1		hypothetical protein			KI216_RS05175	822	273	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1070583	1072235	+							KI216_RS05180	1653		old_locus_tag=ACBO_09900
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1070583	1072235	+	WP_005011183.1	WP_005011183.1		nitrite/sulfite reductase			KI216_RS05180	1653	550	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1072237	1072653	+							KI216_RS05185	417		old_locus_tag=ACBO_09910
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1072237	1072653	+	WP_005011181.1	WP_005011181.1		CidA/LrgA family protein			KI216_RS05185	417	138	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1072646	1073356	+							KI216_RS05190	711		old_locus_tag=ACBO_09920
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1072646	1073356	+	WP_005011179.1	WP_005011179.1		LrgB family protein			KI216_RS05190	711	236	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1073437	1073625	-							KI216_RS05195	189		old_locus_tag=ACBO_09930
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1073437	1073625	-	WP_005011177.1	WP_005011177.1		hypothetical protein			KI216_RS05195	189	62	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1074140	1076230	+							KI216_RS05200	2091		old_locus_tag=ACBO_09940
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1074140	1076230	+	WP_005011175.1	WP_005011175.1		TonB-dependent siderophore receptor			KI216_RS05200	2091	696	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1076403	1077053	+							KI216_RS05205	651		old_locus_tag=ACBO_09950
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1076403	1077053	+	WP_228128315.1	WP_228128315.1		hypothetical protein			KI216_RS05205	651	216	
gene	pseudogene	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1077228	1077332	-							KI216_RS05210	105		partial;pseudo
CDS	without_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1077228	1077332	-				transposase			KI216_RS05210	105		partial;pseudo
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1077512	1078336	-					pcaU		KI216_RS05215	825		old_locus_tag=ACBO_09960
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1077512	1078336	-	WP_005011172.1	WP_005011172.1		IclR family transcriptional regulator PcaU	pcaU		KI216_RS05215	825	274	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1078617	1079297	+							KI216_RS05220	681		old_locus_tag=ACBO_09970
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1078617	1079297	+	WP_005011171.1	WP_005011171.1		3-oxoacid CoA-transferase subunit A			KI216_RS05220	681	226	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1079311	1079961	+							KI216_RS05225	651		old_locus_tag=ACBO_09980
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1079311	1079961	+	WP_005011170.1	WP_005011170.1		3-oxoacid CoA-transferase subunit B			KI216_RS05225	651	216	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1080213	1081418	+					pcaF		KI216_RS05230	1206		old_locus_tag=ACBO_09990
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1080213	1081418	+	WP_005011167.1	WP_005011167.1		3-oxoadipyl-CoA thiolase	pcaF		KI216_RS05230	1206	401	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1081441	1082799	+					pcaB		KI216_RS05235	1359		old_locus_tag=ACBO_10000
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1081441	1082799	+	WP_005011164.1	WP_005011164.1		3-carboxy-cis,cis-muconate cycloisomerase	pcaB		KI216_RS05235	1359	452	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1082808	1083584	+					pcaD		KI216_RS05240	777		old_locus_tag=ACBO_10010
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1082808	1083584	+	WP_018572556.1	WP_018572556.1		3-oxoadipate enol-lactonase	pcaD		KI216_RS05240	777	258	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1083627	1084982	+							KI216_RS05245	1356		old_locus_tag=ACBO_10020
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1083627	1084982	+	WP_005011160.1	WP_005011160.1		MFS transporter			KI216_RS05245	1356	451	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1084997	1085431	+					pcaC		KI216_RS05250	435		old_locus_tag=ACBO_10030
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1084997	1085431	+	WP_004694728.1	WP_004694728.1		4-carboxymuconolactone decarboxylase	pcaC		KI216_RS05250	435	144	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1085458	1086183	+					pcaH		KI216_RS05255	726		old_locus_tag=ACBO_10040
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1085458	1086183	+	WP_005011153.1	WP_005011153.1		protocatechuate 3,4-dioxygenase subunit beta	pcaH		KI216_RS05255	726	241	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1086199	1086828	+					pcaG		KI216_RS05260	630		old_locus_tag=ACBO_10050
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1086199	1086828	+	WP_005011151.1	WP_005011151.1		protocatechuate 3,4-dioxygenase subunit alpha	pcaG		KI216_RS05260	630	209	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1086978	1087835	+					aroD		KI216_RS05265	858		old_locus_tag=ACBO_10060
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1086978	1087835	+	WP_005011147.1	WP_005011147.1		type I 3-dehydroquinate dehydratase	aroD		KI216_RS05265	858	285	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1087880	1089352	+							KI216_RS05270	1473		old_locus_tag=ACBO_10070
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1087880	1089352	+	WP_005011145.1	WP_005011145.1		right-handed parallel beta-helix repeat-containing protein			KI216_RS05270	1473	490	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1089413	1090732	+							KI216_RS05275	1320		old_locus_tag=ACBO_10080
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1089413	1090732	+	WP_005011140.1	WP_005011140.1		carbohydrate porin			KI216_RS05275	1320	439	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1090911	1093334	+							KI216_RS05280	2424		old_locus_tag=ACBO_10090
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1090911	1093334	+	WP_005011138.1	WP_005011138.1		glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase			KI216_RS05280	2424	807	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1093409	1093783	-							KI216_RS05285	375		old_locus_tag=ACBO_10100
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1093409	1093783	-	WP_005011137.1	WP_005011137.1		hypothetical protein			KI216_RS05285	375	124	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1094531	1095007	+							KI216_RS05290	477		old_locus_tag=ACBO_10110
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1094531	1095007	+	WP_005011136.1	WP_005011136.1		hypothetical protein			KI216_RS05290	477	158	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1095050	1097857	+							KI216_RS05295	2808		old_locus_tag=ACBO_10120
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1095050	1097857	+	WP_005011134.1	WP_005011134.1		DUF11 domain-containing protein			KI216_RS05295	2808	935	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1097951	1103989	+							KI216_RS05300	6039		old_locus_tag=ACBO_10130
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1097951	1103989	+	WP_005011133.1	WP_005011133.1		DUF11 domain-containing protein			KI216_RS05300	6039	2012	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1103993	1105078	+							KI216_RS05305	1086		old_locus_tag=ACBO_10140
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1103993	1105078	+	WP_005011132.1	WP_005011132.1		OmpA family protein			KI216_RS05305	1086	361	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1105080	1107989	+							KI216_RS05310	2910		old_locus_tag=ACBO_10150
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1105080	1107989	+	WP_005011130.1	WP_005011130.1		DUF11 domain-containing protein			KI216_RS05310	2910	969	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1108414	1109214	-							KI216_RS05315	801		old_locus_tag=ACBO_10160
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1108414	1109214	-	WP_026253346.1	WP_026253346.1		undecaprenyl-diphosphate phosphatase			KI216_RS05315	801	266	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1109665	1110651	+							KI216_RS05320	987		old_locus_tag=ACBO_10170
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1109665	1110651	+	WP_005011128.1	WP_005011128.1		quinone oxidoreductase			KI216_RS05320	987	328	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1110665	1111513	+							KI216_RS05325	849		old_locus_tag=ACBO_10180
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1110665	1111513	+	WP_005011126.1	WP_005011126.1		TauD/TfdA family dioxygenase			KI216_RS05325	849	282	
gene	protein_coding	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1111572	1112621	+							KI216_RS05330	1050		old_locus_tag=ACBO_10190
CDS	with_protein	GCF_018324105.1	Primary Assembly	chromosome		NZ_AP024595.1	1111572	1112621	+	WP_005011125.1	WP_005011125.1		3-keto-5-aminohexanoate cleavage protein			KI216_RS05330	1050	349	
