# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	775443	775916	-						67510980	KCV09_RS03510	474		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	775443	775916	-	WP_004937178.1	WP_004937178.1		arsenate reductase ArsC		67510980	KCV09_RS03510	474	157	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	775923	776246	-						67510981	KCV09_RS03515	324		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	775923	776246	-	WP_004937180.1	WP_004937180.1		metalloregulator ArsR/SmtB family transcription factor		67510981	KCV09_RS03515	324	107	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	776686	778770	+						67510982	KCV09_RS03520	2085		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	776686	778770	+	WP_151816149.1	WP_151816149.1		catalase		67510982	KCV09_RS03520	2085	694	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	778864	779952	-						67510983	KCV09_RS03525	1089		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	778864	779952	-	WP_104124344.1	WP_104124344.1		transcriptional regulator		67510983	KCV09_RS03525	1089	362	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	780163	781140	-					lipA	67510984	KCV09_RS03530	978		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	780163	781140	-	WP_212515534.1	WP_212515534.1		lipoyl synthase	lipA	67510984	KCV09_RS03530	978	325	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	781482	782444	+						67510985	KCV09_RS03535	963		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	781482	782444	+	WP_048763454.1	WP_048763454.1		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha		67510985	KCV09_RS03535	963	320	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	782460	783479	+						67510986	KCV09_RS03540	1020		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	782460	783479	+	WP_004946928.1	WP_004946928.1		alpha-ketoacid dehydrogenase subunit beta		67510986	KCV09_RS03540	1020	339	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	783481	785013	+						67510987	KCV09_RS03545	1533		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	783481	785013	+	WP_212515535.1	WP_212515535.1		2-oxo acid dehydrogenase subunit E2		67510987	KCV09_RS03545	1533	510	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	785025	786425	+					lpdA	67510988	KCV09_RS03550	1401		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	785025	786425	+	WP_212515536.1	WP_212515536.1		dihydrolipoyl dehydrogenase	lpdA	67510988	KCV09_RS03550	1401	466	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	786545	787603	+						67510989	KCV09_RS03555	1059		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	786545	787603	+	WP_048763460.1	WP_048763460.1		2,3-butanediol dehydrogenase		67510989	KCV09_RS03555	1059	352	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	788632	789078	+						67510990	KCV09_RS03560	447		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	788632	789078	+	WP_212515537.1	WP_212515537.1		BLUF domain-containing protein		67510990	KCV09_RS03560	447	148	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	789427	789894	+						67510991	KCV09_RS03565	468		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	789427	789894	+	WP_212515538.1	WP_212515538.1		DUF333 domain-containing protein		67510991	KCV09_RS03565	468	155	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	790634	791674	-						67510992	KCV09_RS03570	1041		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	790634	791674	-	WP_212515539.1	WP_212515539.1		AAA family ATPase		67510992	KCV09_RS03570	1041	346	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	791677	791877	-						67510993	KCV09_RS03575	201		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	791677	791877	-	WP_228301571.1	WP_228301571.1		helix-turn-helix domain-containing protein		67510993	KCV09_RS03575	201	66	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	791997	792812	-						67510994	KCV09_RS03580	816		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	791997	792812	-	WP_212515540.1	WP_212515540.1		hypothetical protein		67510994	KCV09_RS03580	816	271	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	792939	796940	+						67510995	KCV09_RS03585	4002		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	792939	796940	+	WP_212515541.1	WP_212515541.1		hypothetical protein		67510995	KCV09_RS03585	4002	1333	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	796991	797998	-						67510996	KCV09_RS03590	1008		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	796991	797998	-	WP_212515542.1	WP_212515542.1		hypothetical protein		67510996	KCV09_RS03590	1008	335	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	799725	801650	+						67510997	KCV09_RS03595	1926		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	799725	801650	+	WP_212515543.1	WP_212515543.1		NERD domain-containing protein		67510997	KCV09_RS03595	1926	641	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	801773	802993	-						67510998	KCV09_RS03600	1221		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	801773	802993	-	WP_212515544.1	WP_212515544.1		tyrosine-type recombinase/integrase		67510998	KCV09_RS03600	1221	406	
gene	tRNA	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	803183	803259	-						67510999	KCV09_RS03605	77		
tRNA		GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	803183	803259	-				tRNA-Ile		67510999	KCV09_RS03605	77		anticodon=CAT
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	804157	804603	+						67511000	KCV09_RS03610	447		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	804157	804603	+	WP_004937200.1	WP_004937200.1		BLUF domain-containing protein		67511000	KCV09_RS03610	447	148	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	804819	805019	+						67511001	KCV09_RS03615	201		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	804819	805019	+	WP_025095190.1	WP_025095190.1		hypothetical protein		67511001	KCV09_RS03615	201	66	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	805061	806050	-					bioB	67511002	KCV09_RS03620	990		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	805061	806050	-	WP_025095189.1	WP_025095189.1		biotin synthase BioB	bioB	67511002	KCV09_RS03620	990	329	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	806135	807238	-					queG	67511003	KCV09_RS03625	1104		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	806135	807238	-	WP_119025783.1	WP_119025783.1		tRNA epoxyqueuosine(34) reductase QueG	queG	67511003	KCV09_RS03625	1104	367	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	807266	808735	+						67511004	KCV09_RS03630	1470		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	807266	808735	+	WP_212515545.1	WP_212515545.1		NAD(P)H-hydrate dehydratase		67511004	KCV09_RS03630	1470	489	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	808744	809289	-					ruvC	67511005	KCV09_RS03635	546		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	808744	809289	-	WP_025095186.1	WP_025095186.1		crossover junction endodeoxyribonuclease RuvC	ruvC	67511005	KCV09_RS03635	546	181	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	809416	809985	+						67511006	KCV09_RS03640	570		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	809416	809985	+	WP_025095185.1	WP_025095185.1		FxsA family protein		67511006	KCV09_RS03640	570	189	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	810023	810214	-						67511007	KCV09_RS03645	192		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	810023	810214	-	WP_048763061.1	WP_048763061.1		hypothetical protein		67511007	KCV09_RS03645	192	63	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	810447	810698	+						67511008	KCV09_RS03650	252		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	810447	810698	+	WP_004937217.1	WP_004937217.1		hypothetical protein		67511008	KCV09_RS03650	252	83	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	810765	811931	-					metK	67511009	KCV09_RS03655	1167		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	810765	811931	-	WP_004937219.1	WP_004937219.1		methionine adenosyltransferase	metK	67511009	KCV09_RS03655	1167	388	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	812462	814444	+					tkt	67511010	KCV09_RS03660	1983		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	812462	814444	+	WP_104124330.1	WP_104124330.1		transketolase	tkt	67511010	KCV09_RS03660	1983	660	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	814741	815322	+						67511011	KCV09_RS03665	582		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	814741	815322	+	WP_004937223.1	WP_004937223.1		YceI family protein		67511011	KCV09_RS03665	582	193	
gene	pseudogene	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	815453	815641	+						68702270	KCV09_RS16325	189		partial;pseudo
CDS	without_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	815453	815641	+				oxidoreductase		68702270	KCV09_RS16325	189		partial;pseudo
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	815840	816850	+					prmB	67511012	KCV09_RS03670	1011		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	815840	816850	+	WP_004937225.1	WP_004937225.1		50S ribosomal protein L3 N(5)-glutamine methyltransferase	prmB	67511012	KCV09_RS03670	1011	336	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	816863	817954	+					aroC	67511013	KCV09_RS03675	1092		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	816863	817954	+	WP_212515546.1	WP_212515546.1		chorismate synthase	aroC	67511013	KCV09_RS03675	1092	363	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	818006	818494	-						67511014	KCV09_RS03680	489		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	818006	818494	-	WP_025095180.1	WP_025095180.1		hypothetical protein		67511014	KCV09_RS03680	489	162	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	818533	819588	-						67511015	KCV09_RS03685	1056		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	818533	819588	-	WP_004937231.1	WP_004937231.1		linear amide C-N hydrolase		67511015	KCV09_RS03685	1056	351	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	819952	820266	-						67511016	KCV09_RS03690	315		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	819952	820266	-	WP_004937233.1	WP_004937233.1		AzlD domain-containing protein		67511016	KCV09_RS03690	315	104	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	820263	820973	-						67511017	KCV09_RS03695	711		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	820263	820973	-	WP_212515547.1	WP_212515547.1		AzlC family ABC transporter permease		67511017	KCV09_RS03695	711	236	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	821047	821877	-						67511018	KCV09_RS03700	831		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	821047	821877	-	WP_212515548.1	WP_212515548.1		AraC family ligand binding domain-containing protein		67511018	KCV09_RS03700	831	276	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	822070	822297	+						67511019	KCV09_RS03705	228		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	822070	822297	+	WP_004937238.1	WP_004937238.1		hypothetical protein		67511019	KCV09_RS03705	228	75	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	822439	822846	+						67511020	KCV09_RS03710	408		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	822439	822846	+	WP_212515549.1	WP_212515549.1		GFA family protein		67511020	KCV09_RS03710	408	135	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	822868	823563	-						67511021	KCV09_RS03715	696		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	822868	823563	-	WP_212515550.1	WP_212515550.1		glutamine amidotransferase		67511021	KCV09_RS03715	696	231	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	823703	825214	-						67511022	KCV09_RS03720	1512		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	823703	825214	-	WP_004937243.1	WP_004937243.1		aldehyde dehydrogenase family protein		67511022	KCV09_RS03720	1512	503	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	825361	826542	+						67511023	KCV09_RS03725	1182		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	825361	826542	+	WP_004947029.1	WP_004947029.1		hypothetical protein		67511023	KCV09_RS03725	1182	393	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	826545	827501	-						67511024	KCV09_RS03730	957		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	826545	827501	-	WP_149929915.1	WP_149929915.1		alpha/beta hydrolase		67511024	KCV09_RS03730	957	318	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	827675	828847	-						67511025	KCV09_RS03735	1173		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	827675	828847	-	WP_212515551.1	WP_212515551.1		iron-containing alcohol dehydrogenase		67511025	KCV09_RS03735	1173	390	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	829075	830787	+						67511026	KCV09_RS03740	1713		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	829075	830787	+	WP_004947036.1	WP_004947036.1		AAA family ATPase		67511026	KCV09_RS03740	1713	570	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	830801	831169	+						67511027	KCV09_RS03745	369		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	830801	831169	+	WP_208477634.1	WP_208477634.1		5-carboxymethyl-2-hydroxymuconate Delta-isomerase		67511027	KCV09_RS03745	369	122	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	831273	832055	+						67511028	KCV09_RS03750	783		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	831273	832055	+	WP_151868553.1	WP_151868553.1		hypothetical protein		67511028	KCV09_RS03750	783	260	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	832261	833085	-					thiM	67511029	KCV09_RS03755	825		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	832261	833085	-	WP_004937253.1	WP_004937253.1		hydroxyethylthiazole kinase	thiM	67511029	KCV09_RS03755	825	274	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	833110	834324	-						67511030	KCV09_RS03760	1215		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	833110	834324	-	WP_212515552.1	WP_212515552.1		TFIIB-type zinc ribbon-containing protein		67511030	KCV09_RS03760	1215	404	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	834425	834682	-						67511031	KCV09_RS03765	258		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	834425	834682	-	WP_111812565.1	WP_111812565.1		hypothetical protein		67511031	KCV09_RS03765	258	85	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	835039	837645	+					pepN	67511032	KCV09_RS03770	2607		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	835039	837645	+	WP_212515553.1	WP_212515553.1		aminopeptidase N	pepN	67511032	KCV09_RS03770	2607	868	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	837764	838198	+						67511033	KCV09_RS03775	435		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	837764	838198	+	WP_025095165.1	WP_025095165.1		DUF333 domain-containing protein		67511033	KCV09_RS03775	435	144	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	838619	838957	+						67511034	KCV09_RS03780	339		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	838619	838957	+	WP_025095164.1	WP_025095164.1		hypothetical protein		67511034	KCV09_RS03780	339	112	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	839002	839445	-						67511035	KCV09_RS03785	444		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	839002	839445	-	WP_004937265.1	WP_004937265.1		universal stress protein		67511035	KCV09_RS03785	444	147	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	839662	840087	-						67511036	KCV09_RS03790	426		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	839662	840087	-	WP_004947060.1	WP_004947060.1		hypothetical protein		67511036	KCV09_RS03790	426	141	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	840314	841951	+						67511037	KCV09_RS03795	1638		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	840314	841951	+	WP_004927357.1	WP_004927357.1		CTP synthase		67511037	KCV09_RS03795	1638	545	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	841979	842836	+					kdsA	67511038	KCV09_RS03800	858		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	841979	842836	+	WP_004937268.1	WP_004937268.1		3-deoxy-8-phosphooctulonate synthase	kdsA	67511038	KCV09_RS03800	858	285	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	842882	844171	+					eno	67511039	KCV09_RS03805	1290		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	842882	844171	+	WP_004937269.1	WP_004937269.1		phosphopyruvate hydratase	eno	67511039	KCV09_RS03805	1290	429	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	844664	845053	+					ftsB	67511040	KCV09_RS03810	390		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	844664	845053	+	WP_004937272.1	WP_004937272.1		cell division protein FtsB	ftsB	67511040	KCV09_RS03810	390	129	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	845019	845741	+					ispD	67511041	KCV09_RS03815	723		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	845019	845741	+	WP_212515554.1	WP_212515554.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD	67511041	KCV09_RS03815	723	240	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	846108	847352	+						67511042	KCV09_RS03820	1245		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	846108	847352	+	WP_025095161.1	WP_025095161.1		D-amino acid dehydrogenase		67511042	KCV09_RS03820	1245	414	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	847390	848043	-						67511043	KCV09_RS03825	654		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	847390	848043	-	WP_004937277.1	WP_004937277.1		hypothetical protein		67511043	KCV09_RS03825	654	217	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	848141	848632	+					ispF	67511044	KCV09_RS03830	492		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	848141	848632	+	WP_048763080.1	WP_048763080.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF	67511044	KCV09_RS03830	492	163	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	848620	849144	-						67511045	KCV09_RS03835	525		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	848620	849144	-	WP_025095160.1	WP_025095160.1		protein tyrosine phosphatase family protein		67511045	KCV09_RS03835	525	174	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	849300	851024	-						67511046	KCV09_RS03840	1725		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	849300	851024	-	WP_212515555.1	WP_212515555.1		fructose-specific PTS transporter subunit EIIC		67511046	KCV09_RS03840	1725	574	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	851029	851961	-					pfkB	67511047	KCV09_RS03845	933		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	851029	851961	-	WP_212515556.1	WP_212515556.1		1-phosphofructokinase	pfkB	67511047	KCV09_RS03845	933	310	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	851968	854817	-					ptsP	67511048	KCV09_RS03850	2850		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	851968	854817	-	WP_212515557.1	WP_212515557.1		phosphoenolpyruvate--protein phosphotransferase	ptsP	67511048	KCV09_RS03850	2850	949	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	855286	855546	-						68702271	KCV09_RS16330	261		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	855286	855546	-	WP_004937288.1	WP_004937288.1		hypothetical protein		68702271	KCV09_RS16330	261	86	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	855971	857263	-					brnQ	67511049	KCV09_RS03855	1293		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	855971	857263	-	WP_040053985.1	WP_040053985.1		branched-chain amino acid transport system II carrier protein	brnQ	67511049	KCV09_RS03855	1293	430	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	857624	858430	+					map	67511050	KCV09_RS03860	807		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	857624	858430	+	WP_212515558.1	WP_212515558.1		type I methionyl aminopeptidase	map	67511050	KCV09_RS03860	807	268	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	858540	858983	+						67511051	KCV09_RS03865	444		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	858540	858983	+	WP_212515559.1	WP_212515559.1		RDD family protein		67511051	KCV09_RS03865	444	147	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	859268	859957	+						67511052	KCV09_RS03870	690		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	859268	859957	+	WP_151808729.1	WP_151808729.1		hypothetical protein		67511052	KCV09_RS03870	690	229	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	860056	862818	+					mgtA	67511053	KCV09_RS03875	2763		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	860056	862818	+	WP_212515560.1	WP_212515560.1		magnesium-translocating P-type ATPase	mgtA	67511053	KCV09_RS03875	2763	920	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	862829	863548	+						67511054	KCV09_RS03880	720		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	862829	863548	+	WP_151839883.1	WP_151839883.1		MgtC/SapB family protein		67511054	KCV09_RS03880	720	239	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	863570	864751	-						67511055	KCV09_RS03885	1182		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	863570	864751	-	WP_212515561.1	WP_212515561.1		benzoate/H(+) symporter BenE family transporter		67511055	KCV09_RS03885	1182	393	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	864858	865508	-					leuE	67511056	KCV09_RS03890	651		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	864858	865508	-	WP_088458489.1	WP_088458489.1		leucine efflux protein LeuE	leuE	67511056	KCV09_RS03890	651	216	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	865581	866570	-					tal	67511057	KCV09_RS03895	990		
CDS	with_protein	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	865581	866570	-	WP_151808726.1	WP_151808726.1		transaldolase	tal	67511057	KCV09_RS03895	990	329	
gene	protein_coding	GCF_018139125.1	Primary Assembly	chromosome		NZ_CP073241.1	866645	867538	-						67511058	KCV09_RS03900	894		
