# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	607682	608833	+	WP_005177106.1	WP_005177106.1		ATP-dependent RNA helicase RhlB	rhlB	69465556	GA693_RS03370	1152	383	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	608946	609326	-						69465557	GA693_RS03375	381		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	608946	609326	-	WP_005177108.1	WP_005177108.1		hypothetical protein		69465557	GA693_RS03375	381	126	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	609551	610126	+						69465558	GA693_RS03380	576		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	609551	610126	+	WP_034597478.1	WP_034597478.1		nitroreductase family protein		69465558	GA693_RS03380	576	191	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	610157	611230	+						69465559	GA693_RS03385	1074		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	610157	611230	+	WP_016658361.1	WP_016658361.1		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase		69465559	GA693_RS03385	1074	357	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	611315	611770	+						69465560	GA693_RS03390	456		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	611315	611770	+	WP_005177115.1	WP_005177115.1		histidine phosphatase family protein		69465560	GA693_RS03390	456	151	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	611804	612943	+					gspL	69465561	GA693_RS03395	1140		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	611804	612943	+	WP_160241434.1	WP_160241434.1		type II secretion system protein GspL	gspL	69465561	GA693_RS03395	1140	379	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	612943	613422	+						69465562	GA693_RS03400	480		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	612943	613422	+	WP_104488776.1	WP_104488776.1		type II secretion system protein GspM		69465562	GA693_RS03400	480	159	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	613513	614514	+						69465563	GA693_RS03405	1002		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	613513	614514	+	WP_160241433.1	WP_160241433.1		quinone-dependent dihydroorotate dehydrogenase		69465563	GA693_RS03405	1002	333	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	614519	615094	+						69465564	GA693_RS03410	576		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	614519	615094	+	WP_016658356.1	WP_016658356.1		CvpA family protein		69465564	GA693_RS03410	576	191	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	615119	616657	+					purF	69465565	GA693_RS03415	1539		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	615119	616657	+	WP_005177128.1	WP_005177128.1		amidophosphoribosyltransferase	purF	69465565	GA693_RS03415	1539	512	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	616748	618637	+						69465566	GA693_RS03420	1890		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	616748	618637	+	WP_104505564.1	WP_104505564.1		M48 family metalloprotease		69465566	GA693_RS03420	1890	629	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	618774	619445	+						69465567	GA693_RS03425	672		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	618774	619445	+	WP_160241432.1	WP_160241432.1		hypothetical protein		69465567	GA693_RS03425	672	223	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	619442	620410	+						69465568	GA693_RS03430	969		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	619442	620410	+	WP_160241431.1	WP_160241431.1		D-glycerate dehydrogenase		69465568	GA693_RS03430	969	322	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	620526	621932	+						69465569	GA693_RS03435	1407		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	620526	621932	+	WP_227554622.1	WP_227554622.1		M48 family metalloprotease		69465569	GA693_RS03435	1407	468	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	621971	622366	+						69465570	GA693_RS03440	396		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	621971	622366	+	WP_160241430.1	WP_160241430.1		GFA family protein		69465570	GA693_RS03440	396	131	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	622415	622771	+						69465571	GA693_RS03445	357		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	622415	622771	+	WP_171502426.1	WP_171502426.1		hypothetical protein		69465571	GA693_RS03445	357	118	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	622889	623335	-						69465572	GA693_RS03450	447		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	622889	623335	-	WP_005177146.1	WP_005177146.1		GatB/YqeY domain-containing protein		69465572	GA693_RS03450	447	148	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	623369	623584	-					rpsU	69465573	GA693_RS03455	216		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	623369	623584	-	WP_001136722.1	WP_001136722.1		30S ribosomal protein S21	rpsU	69465573	GA693_RS03455	216	71	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	623732	624748	+					tsaD	69465574	GA693_RS03460	1017		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	623732	624748	+	WP_160241428.1	WP_160241428.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD	69465574	GA693_RS03460	1017	338	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	625085	625399	+						69465575	GA693_RS03465	315		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	625085	625399	+	WP_141667071.1	WP_141667071.1		hypothetical protein		69465575	GA693_RS03465	315	104	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	625439	625978	-						69465576	GA693_RS03470	540		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	625439	625978	-	WP_074382963.1	WP_074382963.1		hypothetical protein		69465576	GA693_RS03470	540	179	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	626115	626813	+						69465577	GA693_RS03475	699		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	626115	626813	+	WP_141667070.1	WP_141667070.1		hypothetical protein		69465577	GA693_RS03475	699	232	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	626980	627117	+						69465578	GA693_RS03480	138		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	626980	627117	+	WP_157797501.1	WP_157797501.1		hypothetical protein		69465578	GA693_RS03480	138	45	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	627648	628526	-						69465579	GA693_RS03485	879		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	627648	628526	-	WP_160241427.1	WP_160241427.1		ATP-binding protein		69465579	GA693_RS03485	879	292	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	628707	630221	+						69465580	GA693_RS03490	1515		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	628707	630221	+	WP_160241426.1	WP_160241426.1		DUF3336 domain-containing protein		69465580	GA693_RS03490	1515	504	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	630187	631023	+						69465581	GA693_RS03495	837		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	630187	631023	+	WP_160241425.1	WP_160241425.1		protein kinase		69465581	GA693_RS03495	837	278	
gene	tRNA	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	631131	631215	+						69465582	GA693_RS03500	85		
tRNA		GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	631131	631215	+				tRNA-Leu		69465582	GA693_RS03500	85		anticodon=TAG
gene	tRNA	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	631249	631322	+						69465583	GA693_RS03505	74		
tRNA		GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	631249	631322	+				tRNA-Trp		69465583	GA693_RS03505	74		anticodon=CCA
gene	tRNA	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	631362	631446	+						69465584	GA693_RS03510	85		
tRNA		GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	631362	631446	+				tRNA-Leu		69465584	GA693_RS03510	85		anticodon=TAG
gene	tRNA	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	631532	631616	+						69465585	GA693_RS03515	85		
tRNA		GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	631532	631616	+				tRNA-Leu		69465585	GA693_RS03515	85		anticodon=CAG
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	631775	631978	-						69465586	GA693_RS03520	204		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	631775	631978	-	WP_005177162.1	WP_005177162.1		hypothetical protein		69465586	GA693_RS03520	204	67	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	632432	632704	+						69465587	GA693_RS03525	273		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	632432	632704	+	WP_160241424.1	WP_160241424.1		hypothetical protein		69465587	GA693_RS03525	273	90	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	632720	633454	-					gloB	69465588	GA693_RS03530	735		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	632720	633454	-	WP_005177169.1	WP_005177169.1		hydroxyacylglutathione hydrolase	gloB	69465588	GA693_RS03530	735	244	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	633584	635560	+						69465589	GA693_RS03535	1977		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	633584	635560	+	WP_160241423.1	WP_160241423.1		acyltransferase		69465589	GA693_RS03535	1977	658	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	635622	636854	-						69465590	GA693_RS03540	1233		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	635622	636854	-	WP_005177173.1	WP_005177173.1		pyridoxal phosphate-dependent aminotransferase		69465590	GA693_RS03540	1233	410	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	637010	637429	+					msrB	69465591	GA693_RS03545	420		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	637010	637429	+	WP_005177175.1	WP_005177175.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB	69465591	GA693_RS03545	420	139	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	637426	637908	+						69465592	GA693_RS03550	483		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	637426	637908	+	WP_005177178.1	WP_005177178.1		glutathione peroxidase		69465592	GA693_RS03550	483	160	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	638057	639226	-					dapC	69465593	GA693_RS03555	1170		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	638057	639226	-	WP_160241422.1	WP_160241422.1		succinyldiaminopimelate transaminase	dapC	69465593	GA693_RS03555	1170	389	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	639251	641914	-					glnD	69465594	GA693_RS03560	2664		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	639251	641914	-	WP_160241421.1	WP_160241421.1		[protein-PII] uridylyltransferase	glnD	69465594	GA693_RS03560	2664	887	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	641938	643152	-					purT	69465595	GA693_RS03565	1215		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	641938	643152	-	WP_171502410.1	WP_171502410.1		formate-dependent phosphoribosylglycinamide formyltransferase	purT	69465595	GA693_RS03565	1215	404	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	643334	643681	-					ygaH	69465596	GA693_RS03570	348		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	643334	643681	-	WP_104472645.1	WP_104472645.1		L-valine transporter subunit YgaH	ygaH	69465596	GA693_RS03570	348	115	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	643671	644429	-						69465597	GA693_RS03575	759		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	643671	644429	-	WP_045795021.1	WP_045795021.1		AzlC family ABC transporter permease		69465597	GA693_RS03575	759	252	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	644532	645026	+						69465598	GA693_RS03580	495		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	644532	645026	+	WP_005177204.1	WP_005177204.1		hypothetical protein		69465598	GA693_RS03580	495	164	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	645380	646471	-					ychF	69465599	GA693_RS03585	1092		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	645380	646471	-	WP_005177206.1	WP_005177206.1		redox-regulated ATPase YchF	ychF	69465599	GA693_RS03585	1092	363	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	646795	647559	+						69465600	GA693_RS03590	765		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	646795	647559	+	WP_005177208.1	WP_005177208.1		glutathione S-transferase family protein		69465600	GA693_RS03590	765	254	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	647619	648614	-						69465601	GA693_RS03595	996		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	647619	648614	-	WP_160241419.1	WP_160241419.1		hypothetical protein		69465601	GA693_RS03595	996	331	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	648990	649460	+						69465602	GA693_RS03600	471		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	648990	649460	+	WP_104490323.1	WP_104490323.1		Lrp/AsnC family transcriptional regulator		69465602	GA693_RS03600	471	156	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	649513	650262	-						69465603	GA693_RS03605	750		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	649513	650262	-	WP_005177213.1	WP_005177213.1		YebC/PmpR family DNA-binding transcriptional regulator		69465603	GA693_RS03605	750	249	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	650372	650938	-						69465604	GA693_RS03610	567		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	650372	650938	-	WP_005177219.1	WP_005177219.1		1-acyl-sn-glycerol-3-phosphate acyltransferase		69465604	GA693_RS03610	567	188	
gene	tRNA	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	651691	651767	+						69465605	GA693_RS03615	77		
tRNA		GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	651691	651767	+				tRNA-Ile		69465605	GA693_RS03615	77		anticodon=CAT
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	651962	653164	+						69465606	GA693_RS03620	1203		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	651962	653164	+	WP_160241418.1	WP_160241418.1		tyrosine-type recombinase/integrase		69465606	GA693_RS03620	1203	400	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	653206	654414	+						69465607	GA693_RS03625	1209		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	653206	654414	+	WP_228718902.1	WP_228718902.1		AAA family ATPase		69465607	GA693_RS03625	1209	402	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	654418	655140	+						69465608	GA693_RS03630	723		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	654418	655140	+	WP_071321205.1	WP_071321205.1		hypothetical protein		69465608	GA693_RS03630	723	240	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	656832	657836	+						69465609	GA693_RS03635	1005		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	656832	657836	+	WP_160241417.1	WP_160241417.1		hypothetical protein		69465609	GA693_RS03635	1005	334	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	658089	659657	+						69465610	GA693_RS03640	1569		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	658089	659657	+	WP_160241416.1	WP_160241416.1		type I restriction-modification system subunit M		69465610	GA693_RS03640	1569	522	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	659657	660760	+						69465611	GA693_RS03645	1104		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	659657	660760	+	WP_160241415.1	WP_160241415.1		restriction endonuclease subunit S		69465611	GA693_RS03645	1104	367	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	660769	661455	+						69465612	GA693_RS03650	687		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	660769	661455	+	WP_160241414.1	WP_160241414.1		abortive infection protein		69465612	GA693_RS03650	687	228	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	661513	664392	+						69465613	GA693_RS03655	2880		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	661513	664392	+	WP_160241413.1	WP_160241413.1		type I restriction endonuclease subunit R		69465613	GA693_RS03655	2880	959	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	664475	664987	+						69465614	GA693_RS03660	513		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	664475	664987	+	WP_160241412.1	WP_160241412.1		hypothetical protein		69465614	GA693_RS03660	513	170	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	665068	665976	+						69465615	GA693_RS03665	909		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	665068	665976	+	WP_160241411.1	WP_160241411.1		hypothetical protein		69465615	GA693_RS03665	909	302	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	666320	666526	+						69465616	GA693_RS03670	207		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	666320	666526	+	WP_160241410.1	WP_160241410.1		helix-turn-helix domain-containing protein		69465616	GA693_RS03670	207	68	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	666523	668646	+						69465617	GA693_RS03675	2124		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	666523	668646	+	WP_160241409.1	WP_160241409.1		DUF3987 domain-containing protein		69465617	GA693_RS03675	2124	707	
gene	pseudogene	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	669335	669505	+						69465618	GA693_RS03680	171		partial;pseudo
CDS	without_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	669335	669505	+				IS5/IS1182 family transposase		69465618	GA693_RS03680	171		partial;pseudo
gene	pseudogene	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	669560	670128	-						69465619	GA693_RS03685	569		partial;pseudo
CDS	without_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	669560	670128	-				transposase		69465619	GA693_RS03685	569		partial;pseudo
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	670536	670649	+						69467836	GA693_RS14865	114		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	670536	670649	+	WP_228127892.1	WP_228127892.1		hypothetical protein		69467836	GA693_RS14865	114	37	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	670783	672186	-						69465620	GA693_RS03690	1404		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	670783	672186	-	WP_160241408.1	WP_160241408.1		PLP-dependent aminotransferase family protein		69465620	GA693_RS03690	1404	467	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	672259	672381	-						69465621	GA693_RS03695	123		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	672259	672381	-	WP_155756614.1	WP_155756614.1		DUF2474 family protein		69465621	GA693_RS03695	123	40	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	672396	673400	-					cydB	69465622	GA693_RS03700	1005		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	672396	673400	-	WP_160241407.1	WP_160241407.1		cytochrome d ubiquinol oxidase subunit II	cydB	69465622	GA693_RS03700	1005	334	
gene	pseudogene	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	673393	674813	-						69465623	GA693_RS03705	1421		pseudo
CDS	without_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	673393	674813	-				cytochrome ubiquinol oxidase subunit I		69465623	GA693_RS03705	1421		pseudo
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	675140	675961	+						69465624	GA693_RS03710	822		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	675140	675961	+	WP_160241804.1	WP_160241804.1		hypothetical protein		69465624	GA693_RS03710	822	273	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	676370	677602	+						69465625	GA693_RS03715	1233		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	676370	677602	+	WP_171502409.1	WP_171502409.1		efflux RND transporter periplasmic adaptor subunit		69465625	GA693_RS03715	1233	410	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	677599	678822	+						69465626	GA693_RS03720	1224		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	677599	678822	+	WP_078194314.1	WP_078194314.1		ABC transporter permease		69465626	GA693_RS03720	1224	407	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	678815	679519	+						69465627	GA693_RS03725	705		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	678815	679519	+	WP_078194313.1	WP_078194313.1		ABC transporter ATP-binding protein		69465627	GA693_RS03725	705	234	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	679543	680925	-						69465628	GA693_RS03730	1383		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	679543	680925	-	WP_155756615.1	WP_155756615.1		heavy metal sensor histidine kinase		69465628	GA693_RS03730	1383	460	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	680922	681593	-						69465629	GA693_RS03735	672		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	680922	681593	-	WP_005177241.1	WP_005177241.1		heavy metal response regulator transcription factor		69465629	GA693_RS03735	672	223	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	681699	682187	+						69465630	GA693_RS03740	489		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	681699	682187	+	WP_171263817.1	WP_171263817.1		heme-binding protein		69465630	GA693_RS03740	489	162	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	682198	682599	+					uraH	69465631	GA693_RS03745	402		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	682198	682599	+	WP_004981585.1	WP_004981585.1		hydroxyisourate hydrolase	uraH	69465631	GA693_RS03745	402	133	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	682758	683012	+						69465632	GA693_RS03750	255		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	682758	683012	+	WP_078194347.1	WP_078194347.1		TIGR03643 family protein		69465632	GA693_RS03750	255	84	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	683009	683161	-						69465633	GA693_RS03755	153		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	683009	683161	-	WP_160241406.1	WP_160241406.1		DUF2256 domain-containing protein		69465633	GA693_RS03755	153	50	
gene	pseudogene	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	683165	684468	-						69465634	GA693_RS03760	1304		pseudo
CDS	without_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	683165	684468	-				cryptochrome/photolyase family protein		69465634	GA693_RS03760	1304		pseudo
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	684861	685634	+					nudC	69465635	GA693_RS03765	774		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	684861	685634	+	WP_168369535.1	WP_168369535.1		NAD(+) diphosphatase	nudC	69465635	GA693_RS03765	774	257	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	685755	686303	+						69465636	GA693_RS03770	549		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	685755	686303	+	WP_005177261.1	WP_005177261.1		lipocalin family protein		69465636	GA693_RS03770	549	182	
gene	protein_coding	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	686440	687426	+						69465637	GA693_RS03775	987		
CDS	with_protein	GCF_009914475.1	Primary Assembly	chromosome		NZ_CP045198.1	686440	687426	+	WP_160241405.1	WP_160241405.1		acyl-CoA desaturase		69465637	GA693_RS03775	987	328	
