# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	943231	944241	-	WP_163165415.1	WP_163165415.1		lysophospholipid acyltransferase family protein		58162577	FSC11_RS04585	1011	336	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	944370	945392	+					sppA	58162578	FSC11_RS04590	1023		old_locus_tag=FSC11_04595
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	944370	945392	+	WP_004815079.1	WP_004815079.1		signal peptide peptidase SppA	sppA	58162578	FSC11_RS04590	1023	340	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	945389	946195	+						58162579	FSC11_RS04595	807		old_locus_tag=FSC11_04600
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	945389	946195	+	WP_163165417.1	WP_163165417.1		alpha/beta hydrolase		58162579	FSC11_RS04595	807	268	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	946254	946883	-					purN	58162580	FSC11_RS04600	630		old_locus_tag=FSC11_04605
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	946254	946883	-	WP_163165419.1	WP_163165419.1		phosphoribosylglycinamide formyltransferase	purN	58162580	FSC11_RS04600	630	209	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	946888	947958	-					purM	58162581	FSC11_RS04605	1071		old_locus_tag=FSC11_04610
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	946888	947958	-	WP_163165421.1	WP_163165421.1		phosphoribosylformylglycinamidine cyclo-ligase	purM	58162581	FSC11_RS04605	1071	356	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	948093	949313	+						58162582	FSC11_RS04610	1221		old_locus_tag=FSC11_04615
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	948093	949313	+	WP_111810410.1	WP_111810410.1		AI-2E family transporter		58162582	FSC11_RS04610	1221	406	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	949328	950032	+					hda	58162583	FSC11_RS04615	705		old_locus_tag=FSC11_04620
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	949328	950032	+	WP_004815088.1	WP_004815088.1		DnaA regulatory inactivator Hda	hda	58162583	FSC11_RS04615	705	234	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	950155	952023	+					rbtA	58162584	FSC11_RS04620	1869		old_locus_tag=FSC11_04625
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	950155	952023	+	WP_163165423.1	WP_163165423.1		rhombotarget A	rbtA	58162584	FSC11_RS04620	1869	622	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	952035	954485	+						58162585	FSC11_RS04625	2451		old_locus_tag=FSC11_04630
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	952035	954485	+	WP_163165425.1	WP_163165425.1		hypothetical protein		58162585	FSC11_RS04625	2451	816	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	954576	954974	-						58162586	FSC11_RS04630	399		old_locus_tag=FSC11_04635
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	954576	954974	-	WP_004892165.1	WP_004892165.1		DUF3106 domain-containing protein		58162586	FSC11_RS04630	399	132	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	954964	955281	-						58162587	FSC11_RS04635	318		old_locus_tag=FSC11_04640
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	954964	955281	-	WP_004815094.1	WP_004815094.1		hypothetical protein		58162587	FSC11_RS04635	318	105	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	955278	955892	-						58162588	FSC11_RS04640	615		old_locus_tag=FSC11_04645
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	955278	955892	-	WP_004815096.1	WP_004815096.1		RNA polymerase sigma factor		58162588	FSC11_RS04640	615	204	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	956061	956837	-						58162589	FSC11_RS04645	777		old_locus_tag=FSC11_04650
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	956061	956837	-	WP_048882448.1	WP_048882448.1		RNA methyltransferase		58162589	FSC11_RS04645	777	258	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	956889	957863	-						58162590	FSC11_RS04650	975		old_locus_tag=FSC11_04655
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	956889	957863	-	WP_004892169.1	WP_004892169.1		class 1 fructose-bisphosphatase		58162590	FSC11_RS04650	975	324	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	958045	958230	+						58162591	FSC11_RS04655	186		old_locus_tag=FSC11_04660
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	958045	958230	+	WP_004815102.1	WP_004815102.1		NF038105 family protein		58162591	FSC11_RS04655	186	61	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	958309	958881	-					pal	58162592	FSC11_RS04660	573		old_locus_tag=FSC11_04665
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	958309	958881	-	WP_004815103.1	WP_004815103.1		peptidoglycan-associated lipoprotein Pal	pal	58162592	FSC11_RS04660	573	190	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	958922	960205	-					tolB	58162593	FSC11_RS04665	1284		old_locus_tag=FSC11_04670
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	958922	960205	-	WP_026056787.1	WP_026056787.1		Tol-Pal system beta propeller repeat protein TolB	tolB	58162593	FSC11_RS04665	1284	427	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	960410	961648	-					tolA	58162594	FSC11_RS04670	1239		old_locus_tag=FSC11_04675
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	960410	961648	-	WP_163165427.1	WP_163165427.1		cell envelope integrity protein TolA	tolA	58162594	FSC11_RS04670	1239	412	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	961652	962101	-					tolR	58162595	FSC11_RS04675	450		old_locus_tag=FSC11_04680
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	961652	962101	-	WP_004815110.1	WP_004815110.1		protein TolR	tolR	58162595	FSC11_RS04675	450	149	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	962101	962799	-					tolQ	58162596	FSC11_RS04680	699		old_locus_tag=FSC11_04685
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	962101	962799	-	WP_163165429.1	WP_163165429.1		protein TolQ	tolQ	58162596	FSC11_RS04680	699	232	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	962827	963234	-					ybgC	58162597	FSC11_RS04685	408		old_locus_tag=FSC11_04690
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	962827	963234	-	WP_004815113.1	WP_004815113.1		tol-pal system-associated acyl-CoA thioesterase	ybgC	58162597	FSC11_RS04685	408	135	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	963460	963855	-						58162598	FSC11_RS04690	396		old_locus_tag=FSC11_04695
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	963460	963855	-	WP_163165431.1	WP_163165431.1		hypothetical protein		58162598	FSC11_RS04690	396	131	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	964599	965936	-						58162599	FSC11_RS04695	1338		old_locus_tag=FSC11_04700
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	964599	965936	-	WP_163167716.1	WP_163167716.1		amidohydrolase		58162599	FSC11_RS04695	1338	445	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	966297	967526	+						58162600	FSC11_RS04700	1230		old_locus_tag=FSC11_04705
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	966297	967526	+	WP_163165433.1	WP_163165433.1		acetamidase/formamidase family protein		58162600	FSC11_RS04700	1230	409	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	967667	968407	+						58162601	FSC11_RS04705	741		old_locus_tag=FSC11_04710
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	967667	968407	+	WP_163165435.1	WP_163165435.1		hypothetical protein		58162601	FSC11_RS04705	741	246	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	968428	969429	-					ruvB	58162602	FSC11_RS04710	1002		old_locus_tag=FSC11_04715
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	968428	969429	-	WP_163165437.1	WP_163165437.1		Holliday junction branch migration DNA helicase RuvB	ruvB	58162602	FSC11_RS04710	1002	333	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	969675	970277	-					ruvA	58162603	FSC11_RS04715	603		old_locus_tag=FSC11_04720
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	969675	970277	-	WP_163165439.1	WP_163165439.1		Holliday junction branch migration protein RuvA	ruvA	58162603	FSC11_RS04715	603	200	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	970395	971735	-						58162604	FSC11_RS04720	1341		old_locus_tag=FSC11_04725
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	970395	971735	-	WP_004815127.1	WP_004815127.1		deoxyguanosinetriphosphate triphosphohydrolase		58162604	FSC11_RS04720	1341	446	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	972240	976073	+					purL	58162605	FSC11_RS04725	3834		old_locus_tag=FSC11_04730
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	972240	976073	+	WP_163165442.1	WP_163165442.1		phosphoribosylformylglycinamidine synthase	purL	58162605	FSC11_RS04725	3834	1277	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	977291	979033	-						58162606	FSC11_RS04735	1743		old_locus_tag=FSC11_04740
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	977291	979033	-	WP_163165444.1	WP_163165444.1		FAD-dependent monooxygenase		58162606	FSC11_RS04735	1743	580	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	979204	980085	+						58162607	FSC11_RS04740	882		old_locus_tag=FSC11_04745
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	979204	980085	+	WP_163165446.1	WP_163165446.1		LysR family transcriptional regulator		58162607	FSC11_RS04740	882	293	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	980103	980420	+						58162608	FSC11_RS04745	318		old_locus_tag=FSC11_04750
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	980103	980420	+	WP_163165448.1	WP_163165448.1		NGG1p interacting factor NIF3		58162608	FSC11_RS04745	318	105	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	980569	982038	+						58162609	FSC11_RS04750	1470		old_locus_tag=FSC11_04755
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	980569	982038	+	WP_163165450.1	WP_163165450.1		carotenoid oxygenase family protein		58162609	FSC11_RS04750	1470	489	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	982308	983102	-						58162610	FSC11_RS04755	795		old_locus_tag=FSC11_04760
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	982308	983102	-	WP_163165452.1	WP_163165452.1		nitroreductase family protein		58162610	FSC11_RS04755	795	264	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	983176	983976	-						58162611	FSC11_RS04760	801		old_locus_tag=FSC11_04765
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	983176	983976	-	WP_163165454.1	WP_163165454.1		enoyl-CoA hydratase		58162611	FSC11_RS04760	801	266	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	984078	984647	+						58162612	FSC11_RS04765	570		old_locus_tag=FSC11_04770
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	984078	984647	+	WP_005222785.1	WP_005222785.1		nicotinate-nicotinamide nucleotide adenylyltransferase		58162612	FSC11_RS04765	570	189	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	984695	985255	+						58162613	FSC11_RS04770	561		old_locus_tag=FSC11_04775
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	984695	985255	+	WP_163165456.1	WP_163165456.1		YceI family protein		58162613	FSC11_RS04770	561	186	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	985580	985744	-						58164866	FSC11_RS16115	165		
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	985580	985744	-	WP_171521701.1	WP_171521701.1		hypothetical protein		58164866	FSC11_RS16115	165	54	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	985880	986338	-						58162614	FSC11_RS04775	459		old_locus_tag=FSC11_04780
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	985880	986338	-	WP_103800258.1	WP_103800258.1		peroxiredoxin		58162614	FSC11_RS04775	459	152	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	986421	986828	-						58162615	FSC11_RS04780	408		old_locus_tag=FSC11_04785
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	986421	986828	-	WP_163165458.1	WP_163165458.1		hypothetical protein		58162615	FSC11_RS04780	408	135	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	986845	987513	-					queC	58162616	FSC11_RS04785	669		old_locus_tag=FSC11_04790
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	986845	987513	-	WP_004815160.1	WP_004815160.1		7-cyano-7-deazaguanine synthase QueC	queC	58162616	FSC11_RS04785	669	222	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	987544	988254	-					queE	58162617	FSC11_RS04790	711		old_locus_tag=FSC11_04795
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	987544	988254	-	WP_004815161.1	WP_004815161.1		7-carboxy-7-deazaguanine synthase QueE	queE	58162617	FSC11_RS04790	711	236	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	988379	989200	-					dapD	58162618	FSC11_RS04795	822		old_locus_tag=FSC11_04800
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	988379	989200	-	WP_004815162.1	WP_004815162.1		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	dapD	58162618	FSC11_RS04795	822	273	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	989578	990276	+					carO	58162619	FSC11_RS04800	699		old_locus_tag=FSC11_04805
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	989578	990276	+	WP_163165460.1	WP_163165460.1		ornithine uptake porin CarO	carO	58162619	FSC11_RS04800	699	232	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	990511	991434	-						58162620	FSC11_RS04805	924		old_locus_tag=FSC11_04810
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	990511	991434	-	WP_004815164.1	WP_004815164.1		CysB family HTH-type transcriptional regulator		58162620	FSC11_RS04805	924	307	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	991489	992550	-						58162621	FSC11_RS04810	1062		old_locus_tag=FSC11_04815
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	991489	992550	-	WP_163165462.1	WP_163165462.1		sulfate ABC transporter ATP-binding protein		58162621	FSC11_RS04810	1062	353	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	992562	993455	-					cysW	58162622	FSC11_RS04815	894		old_locus_tag=FSC11_04820
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	992562	993455	-	WP_163165464.1	WP_163165464.1		sulfate ABC transporter permease subunit CysW	cysW	58162622	FSC11_RS04815	894	297	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	993452	994285	-					cysT	58162623	FSC11_RS04820	834		old_locus_tag=FSC11_04825
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	993452	994285	-	WP_004815168.1	WP_004815168.1		sulfate ABC transporter permease subunit CysT	cysT	58162623	FSC11_RS04820	834	277	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	994372	994977	-						58162624	FSC11_RS04825	606		old_locus_tag=FSC11_04830
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	994372	994977	-	WP_163165466.1	WP_163165466.1		alpha/beta hydrolase		58162624	FSC11_RS04825	606	201	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	995009	996022	-						58162625	FSC11_RS04830	1014		old_locus_tag=FSC11_04835
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	995009	996022	-	WP_163165468.1	WP_163165468.1		sulfate ABC transporter substrate-binding protein		58162625	FSC11_RS04830	1014	337	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	996200	997207	-						58162626	FSC11_RS04835	1008		old_locus_tag=FSC11_04840
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	996200	997207	-	WP_163165470.1	WP_163165470.1		sulfate ABC transporter substrate-binding protein		58162626	FSC11_RS04835	1008	335	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	997368	998180	+					pabC	58162627	FSC11_RS04840	813		old_locus_tag=FSC11_04845
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	997368	998180	+	WP_163165472.1	WP_163165472.1		aminodeoxychorismate lyase	pabC	58162627	FSC11_RS04840	813	270	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	998184	999236	+					mltG	58162628	FSC11_RS04845	1053		old_locus_tag=FSC11_04850
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	998184	999236	+	WP_163165474.1	WP_163165474.1		endolytic transglycosylase MltG	mltG	58162628	FSC11_RS04845	1053	350	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	999246	999851	+					tmk	58162629	FSC11_RS04850	606		old_locus_tag=FSC11_04855
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	999246	999851	+	WP_163165476.1	WP_163165476.1		dTMP kinase	tmk	58162629	FSC11_RS04850	606	201	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	999921	1000343	+						58162630	FSC11_RS04855	423		old_locus_tag=FSC11_04860
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	999921	1000343	+	WP_163165479.1	WP_163165479.1		PaaI family thioesterase		58162630	FSC11_RS04855	423	140	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1000509	1000694	+						58162631	FSC11_RS04860	186		old_locus_tag=FSC11_04865
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1000509	1000694	+	WP_163165481.1	WP_163165481.1		hypothetical protein		58162631	FSC11_RS04860	186	61	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1000742	1002385	-					nadB	58162632	FSC11_RS04865	1644		old_locus_tag=FSC11_04870
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1000742	1002385	-	WP_163167718.1	WP_163167718.1		L-aspartate oxidase	nadB	58162632	FSC11_RS04865	1644	547	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1002614	1003999	+						58162633	FSC11_RS04870	1386		old_locus_tag=FSC11_04875
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1002614	1003999	+	WP_004892260.1	WP_004892260.1		Do family serine endopeptidase		58162633	FSC11_RS04870	1386	461	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1004065	1004577	+						58162634	FSC11_RS04875	513		old_locus_tag=FSC11_04880
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1004065	1004577	+	WP_163165484.1	WP_163165484.1		acyl-CoA thioesterase		58162634	FSC11_RS04875	513	170	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1004813	1006630	+					lepA	58162635	FSC11_RS04880	1818		old_locus_tag=FSC11_04885
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1004813	1006630	+	WP_163165486.1	WP_163165486.1		translation elongation factor 4	lepA	58162635	FSC11_RS04880	1818	605	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1006651	1007478	+					lepB	58162636	FSC11_RS04885	828		old_locus_tag=FSC11_04890
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1006651	1007478	+	WP_163165488.1	WP_163165488.1		signal peptidase I	lepB	58162636	FSC11_RS04885	828	275	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1007506	1007877	+						58162637	FSC11_RS04890	372		old_locus_tag=FSC11_04895
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1007506	1007877	+	WP_163165490.1	WP_163165490.1		DUF4845 domain-containing protein		58162637	FSC11_RS04890	372	123	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1007837	1008547	+					rnc	58162638	FSC11_RS04895	711		old_locus_tag=FSC11_04900
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1007837	1008547	+	WP_171056683.1	WP_171056683.1		ribonuclease III	rnc	58162638	FSC11_RS04895	711	236	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1008547	1009575	+					era	58162639	FSC11_RS04900	1029		old_locus_tag=FSC11_04905
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1008547	1009575	+	WP_163165492.1	WP_163165492.1		GTPase Era	era	58162639	FSC11_RS04900	1029	342	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1009593	1009790	+						58162640	FSC11_RS04905	198		old_locus_tag=FSC11_04910
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1009593	1009790	+	WP_163165494.1	WP_163165494.1		NF038104 family lipoprotein		58162640	FSC11_RS04905	198	65	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1009802	1010512	+						58162641	FSC11_RS04910	711		old_locus_tag=FSC11_04915
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1009802	1010512	+	WP_076753836.1	WP_076753836.1		DNA repair protein RecO C-terminal domain-containing protein		58162641	FSC11_RS04910	711	236	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1010526	1011251	+					pdxJ	58162642	FSC11_RS04915	726		old_locus_tag=FSC11_04920
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1010526	1011251	+	WP_163165496.1	WP_163165496.1		pyridoxine 5'-phosphate synthase	pdxJ	58162642	FSC11_RS04915	726	241	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1011264	1011917	+						58162643	FSC11_RS04920	654		old_locus_tag=FSC11_04925
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1011264	1011917	+	WP_163165498.1	WP_163165498.1		tRNA-(ms[2]io[6]A)-hydroxylase		58162643	FSC11_RS04920	654	217	
gene	tRNA	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1012261	1012336	-						58162644	FSC11_RS04925	76		old_locus_tag=FSC11_04930
tRNA		GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1012261	1012336	-				tRNA-Asn		58162644	FSC11_RS04925	76		anticodon=GTT
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1012573	1013016	+						58162645	FSC11_RS04930	444		old_locus_tag=FSC11_04935
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1012573	1013016	+	WP_163165500.1	WP_163165500.1		hypothetical protein		58162645	FSC11_RS04930	444	147	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1013039	1013470	-						58162646	FSC11_RS04935	432		old_locus_tag=FSC11_04940
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1013039	1013470	-	WP_163165502.1	WP_163165502.1		PaaI family thioesterase		58162646	FSC11_RS04935	432	143	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1013625	1014035	+						58162647	FSC11_RS04940	411		old_locus_tag=FSC11_04945
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1013625	1014035	+	WP_004892283.1	WP_004892283.1		GFA family protein		58162647	FSC11_RS04940	411	136	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1014142	1015377	-						58162648	FSC11_RS04945	1236		old_locus_tag=FSC11_04950
CDS	with_protein	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1014142	1015377	-	WP_004815219.1	WP_004815219.1		pyridoxal phosphate-dependent aminotransferase		58162648	FSC11_RS04945	1236	411	
gene	protein_coding	GCF_010918895.1	Primary Assembly	chromosome		NZ_CP044483.1	1015632	1016459	-					map	58162649	FSC11_RS04950	828		old_locus_tag=FSC11_04955
