# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	847324	848688	+					accC	69582296	J7649_RS03970	1365		old_locus_tag=J7649_03970
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	847324	848688	+	WP_004646808.1	WP_004646808.1		acetyl-CoA carboxylase biotin carboxylase subunit	accC	69582296	J7649_RS03970	1365	454	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	848745	849188	-						69582297	J7649_RS03975	444		old_locus_tag=J7649_03975
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	848745	849188	-	WP_005100815.1	WP_005100815.1		hypothetical protein		69582297	J7649_RS03975	444	147	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	849503	850933	+						69582298	J7649_RS03980	1431		old_locus_tag=J7649_03980
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	849503	850933	+	WP_219309491.1	WP_219309491.1		GGDEF domain-containing protein		69582298	J7649_RS03980	1431	476	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	850980	852470	+						69582299	J7649_RS03985	1491		old_locus_tag=J7649_03985
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	850980	852470	+	WP_219309492.1	WP_219309492.1		amidase		69582299	J7649_RS03985	1491	496	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	852487	853653	-						69582300	J7649_RS03990	1167		old_locus_tag=J7649_03990
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	852487	853653	-	WP_219309493.1	WP_219309493.1		MFS transporter		69582300	J7649_RS03990	1167	388	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	854033	855169	+						69582301	J7649_RS03995	1137		old_locus_tag=J7649_03995
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	854033	855169	+	WP_219309494.1	WP_219309494.1		catalase family protein		69582301	J7649_RS03995	1137	378	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	855341	856543	+						69582302	J7649_RS04000	1203		old_locus_tag=J7649_04000
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	855341	856543	+	WP_219309495.1	WP_219309495.1		alpha/beta fold hydrolase		69582302	J7649_RS04000	1203	400	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	856770	857405	+						69582303	J7649_RS04005	636		old_locus_tag=J7649_04005
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	856770	857405	+	WP_219309496.1	WP_219309496.1		SOS response-associated peptidase family protein		69582303	J7649_RS04005	636	211	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	857447	857593	-						69582304	J7649_RS04010	147		old_locus_tag=J7649_04010
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	857447	857593	-	WP_004646799.1	WP_004646799.1		hypothetical protein		69582304	J7649_RS04010	147	48	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	857756	857983	-						69582305	J7649_RS04015	228		old_locus_tag=J7649_04015
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	857756	857983	-	WP_016806847.1	WP_016806847.1		type II toxin-antitoxin system HigB family toxin		69582305	J7649_RS04015	228	75	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	859197	859538	+						69582306	J7649_RS04020	342		old_locus_tag=J7649_04020
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	859197	859538	+	WP_004646794.1	WP_004646794.1		hypothetical protein		69582306	J7649_RS04020	342	113	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	859644	859895	-						69582307	J7649_RS04025	252		old_locus_tag=J7649_04025
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	859644	859895	-	WP_219309497.1	WP_219309497.1		hypothetical protein		69582307	J7649_RS04025	252	83	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	860518	860748	-						69582308	J7649_RS04030	231		old_locus_tag=J7649_04030
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	860518	860748	-	WP_004280185.1	WP_004280185.1		hypothetical protein		69582308	J7649_RS04030	231	76	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	861001	861477	+						69582309	J7649_RS04035	477		old_locus_tag=J7649_04035
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	861001	861477	+	WP_219309499.1	WP_219309499.1		CinA family protein		69582309	J7649_RS04035	477	158	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	861580	862200	+						69582310	J7649_RS04040	621		old_locus_tag=J7649_04040
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	861580	862200	+	WP_005100825.1	WP_005100825.1		hypothetical protein		69582310	J7649_RS04040	621	206	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	862266	863405	-					prpC	69582311	J7649_RS04045	1140		old_locus_tag=J7649_04045
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	862266	863405	-	WP_219309501.1	WP_219309501.1		2-methylcitrate synthase	prpC	69582311	J7649_RS04045	1140	379	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	863410	864294	-					prpB	69582312	J7649_RS04050	885		old_locus_tag=J7649_04050
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	863410	864294	-	WP_004280180.1	WP_004280180.1		methylisocitrate lyase	prpB	69582312	J7649_RS04050	885	294	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	864525	865172	+						69582313	J7649_RS04055	648		old_locus_tag=J7649_04055
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	864525	865172	+	WP_004646788.1	WP_004646788.1		TetR/AcrR family transcriptional regulator		69582313	J7649_RS04055	648	215	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	865287	866207	+					argF	69582314	J7649_RS04060	921		old_locus_tag=J7649_04060
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	865287	866207	+	WP_004280178.1	WP_004280178.1		ornithine carbamoyltransferase	argF	69582314	J7649_RS04060	921	306	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	866312	866785	+						69582315	J7649_RS04065	474		old_locus_tag=J7649_04065
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	866312	866785	+	WP_004280177.1	WP_004280177.1		hypothetical protein		69582315	J7649_RS04065	474	157	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	866895	867248	-						69582316	J7649_RS04070	354		old_locus_tag=J7649_04070
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	866895	867248	-	WP_004279777.1	WP_004279777.1		YnfA family protein		69582316	J7649_RS04070	354	117	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	867344	869620	-					clpA	69582317	J7649_RS04075	2277		old_locus_tag=J7649_04075
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	867344	869620	-	WP_219309503.1	WP_219309503.1		ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	69582317	J7649_RS04075	2277	758	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	869630	870043	-					clpS	69582318	J7649_RS04080	414		old_locus_tag=J7649_04080
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	869630	870043	-	WP_004279780.1	WP_004279780.1		ATP-dependent Clp protease adapter ClpS	clpS	69582318	J7649_RS04080	414	137	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	870062	870811	-						69582319	J7649_RS04085	750		old_locus_tag=J7649_04085
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	870062	870811	-	WP_180038696.1	WP_180038696.1		hypothetical protein		69582319	J7649_RS04085	750	249	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	870889	871944	-					argC	69582320	J7649_RS04090	1056		old_locus_tag=J7649_04090
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	870889	871944	-	WP_219310049.1	WP_219310049.1		N-acetyl-gamma-glutamyl-phosphate reductase	argC	69582320	J7649_RS04090	1056	351	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	872128	872808	-						69582321	J7649_RS04095	681		old_locus_tag=J7649_04095
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	872128	872808	-	WP_219309505.1	WP_219309505.1		M48 family metallopeptidase		69582321	J7649_RS04095	681	226	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	872950	873621	-					rpiA	69582322	J7649_RS04100	672		old_locus_tag=J7649_04100
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	872950	873621	-	WP_004279784.1	WP_004279784.1		ribose-5-phosphate isomerase RpiA	rpiA	69582322	J7649_RS04100	672	223	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	873726	875264	+					ilvA	69582323	J7649_RS04105	1539		old_locus_tag=J7649_04105
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	873726	875264	+	WP_219309507.1	WP_219309507.1		threonine ammonia-lyase, biosynthetic	ilvA	69582323	J7649_RS04105	1539	512	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	875417	875881	+						69582324	J7649_RS04110	465		old_locus_tag=J7649_04110
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	875417	875881	+	WP_219309509.1	WP_219309509.1		hypothetical protein		69582324	J7649_RS04110	465	154	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	875991	876647	+						69582325	J7649_RS04115	657		old_locus_tag=J7649_04115
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	875991	876647	+	WP_005246545.1	WP_005246545.1		TrkA family potassium uptake protein		69582325	J7649_RS04115	657	218	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	876644	877984	+						69582326	J7649_RS04120	1341		old_locus_tag=J7649_04120
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	876644	877984	+	WP_219309511.1	WP_219309511.1		TrkH family potassium uptake protein		69582326	J7649_RS04120	1341	446	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	878055	879194	-						69582327	J7649_RS04125	1140		old_locus_tag=J7649_04125
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	878055	879194	-	WP_004646777.1	WP_004646777.1		phospholipase A		69582327	J7649_RS04125	1140	379	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	879216	882155	-						69582328	J7649_RS04130	2940		old_locus_tag=J7649_04130
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	879216	882155	-	WP_219309513.1	WP_219309513.1		insulinase family protein		69582328	J7649_RS04130	2940	979	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	882321	882773	-						69582329	J7649_RS04135	453		old_locus_tag=J7649_04135
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	882321	882773	-	WP_005107150.1	WP_005107150.1		GNAT family N-acetyltransferase		69582329	J7649_RS04135	453	150	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	883050	884054	+						69582330	J7649_RS04140	1005		old_locus_tag=J7649_04140
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	883050	884054	+	WP_213687210.1	WP_213687210.1		adenosine kinase		69582330	J7649_RS04140	1005	334	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	884069	884377	+						69582331	J7649_RS04145	309		old_locus_tag=J7649_04145
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	884069	884377	+	WP_004279797.1	WP_004279797.1		Rieske (2Fe-2S) protein		69582331	J7649_RS04145	309	102	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	884397	885011	+						69582332	J7649_RS04150	615		old_locus_tag=J7649_04150
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	884397	885011	+	WP_004279798.1	WP_004279798.1		DUF1449 family protein		69582332	J7649_RS04150	615	204	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	885077	885748	-						69582333	J7649_RS04155	672		old_locus_tag=J7649_04155
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	885077	885748	-	WP_044110063.1	WP_044110063.1		YidB family protein		69582333	J7649_RS04155	672	223	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	885854	886324	-						69582334	J7649_RS04160	471		old_locus_tag=J7649_04160
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	885854	886324	-	WP_219309516.1	WP_219309516.1		DUF6231 family protein		69582334	J7649_RS04160	471	156	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	886359	887228	+						69582335	J7649_RS04165	870		old_locus_tag=J7649_04165
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	886359	887228	+	WP_044110068.1	WP_044110068.1		DUF2797 domain-containing protein		69582335	J7649_RS04165	870	289	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	887290	889155	-						69582336	J7649_RS04170	1866		old_locus_tag=J7649_04170
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	887290	889155	-	WP_219309518.1	WP_219309518.1		SurA N-terminal domain-containing protein		69582336	J7649_RS04170	1866	621	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	889286	889558	-						69582337	J7649_RS04175	273		old_locus_tag=J7649_04175
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	889286	889558	-	WP_004279807.1	WP_004279807.1		HU family DNA-binding protein		69582337	J7649_RS04175	273	90	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	889721	890194	-						69582338	J7649_RS04180	474		old_locus_tag=J7649_04180
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	889721	890194	-	WP_219309520.1	WP_219309520.1		phasin family protein		69582338	J7649_RS04180	474	157	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	890398	891048	+						69582339	J7649_RS04185	651		old_locus_tag=J7649_04185
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	890398	891048	+	WP_219309521.1	WP_219309521.1		hypothetical protein		69582339	J7649_RS04185	651	216	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	891161	891634	+						69582340	J7649_RS04190	474		old_locus_tag=J7649_04190
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	891161	891634	+	WP_004279811.1	WP_004279811.1		Rrf2 family transcriptional regulator		69582340	J7649_RS04190	474	157	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	891636	892853	+						69582341	J7649_RS04195	1218		old_locus_tag=J7649_04195
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	891636	892853	+	WP_004279813.1	WP_004279813.1		IscS subfamily cysteine desulfurase		69582341	J7649_RS04195	1218	405	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	892958	893344	+					iscU	69582342	J7649_RS04200	387		old_locus_tag=J7649_04200
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	892958	893344	+	WP_004279815.1	WP_004279815.1		Fe-S cluster assembly scaffold IscU	iscU	69582342	J7649_RS04200	387	128	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	893379	893699	+					iscA	69582343	J7649_RS04205	321		old_locus_tag=J7649_04205
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	893379	893699	+	WP_005107159.1	WP_005107159.1		iron-sulfur cluster assembly protein IscA	iscA	69582343	J7649_RS04205	321	106	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	893803	894318	+					hscB	69582344	J7649_RS04210	516		old_locus_tag=J7649_04210
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	893803	894318	+	WP_005107161.1	WP_005107161.1		Fe-S protein assembly co-chaperone HscB	hscB	69582344	J7649_RS04210	516	171	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	894353	896212	+					hscA	69582345	J7649_RS04215	1860		old_locus_tag=J7649_04215
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	894353	896212	+	WP_005107162.1	WP_005107162.1		Fe-S protein assembly chaperone HscA	hscA	69582345	J7649_RS04215	1860	619	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	896228	896566	+					fdx	69582346	J7649_RS04220	339		old_locus_tag=J7649_04220
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	896228	896566	+	WP_004279821.1	WP_004279821.1		ISC system 2Fe-2S type ferredoxin	fdx	69582346	J7649_RS04220	339	112	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	896656	898101	-						69582347	J7649_RS04225	1446		old_locus_tag=J7649_04225
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	896656	898101	-	WP_180038714.1	WP_180038714.1		adenylate/guanylate cyclase domain-containing protein		69582347	J7649_RS04225	1446	481	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	898157	898591	-						69582348	J7649_RS04230	435		old_locus_tag=J7649_04230
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	898157	898591	-	WP_004646760.1	WP_004646760.1		HIT family protein		69582348	J7649_RS04230	435	144	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	898820	902278	-					mfd	69582349	J7649_RS04235	3459		old_locus_tag=J7649_04235
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	898820	902278	-	WP_219309522.1	WP_219309522.1		transcription-repair coupling factor	mfd	69582349	J7649_RS04235	3459	1152	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	902402	902767	-						69582350	J7649_RS04240	366		old_locus_tag=J7649_04240
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	902402	902767	-	WP_191112447.1	WP_191112447.1		hypothetical protein		69582350	J7649_RS04240	366	121	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	902897	904339	-						69582351	J7649_RS04245	1443		old_locus_tag=J7649_04245
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	902897	904339	-	WP_219310051.1	WP_219310051.1		aspartate ammonia-lyase		69582351	J7649_RS04245	1443	480	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	904761	906269	+					putP	69582352	J7649_RS04250	1509		old_locus_tag=J7649_04250
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	904761	906269	+	WP_219309523.1	WP_219309523.1		sodium/proline symporter PutP	putP	69582352	J7649_RS04250	1509	502	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	906349	906843	-						69582353	J7649_RS04255	495		old_locus_tag=J7649_04255
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	906349	906843	-	WP_004279833.1	WP_004279833.1		Lrp/AsnC ligand binding domain-containing protein		69582353	J7649_RS04255	495	164	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	906962	910717	+					putA	69582354	J7649_RS04260	3756		old_locus_tag=J7649_04260
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	906962	910717	+	WP_219309524.1	WP_219309524.1		trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	putA	69582354	J7649_RS04260	3756	1251	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	910902	911984	+					trmA	69582355	J7649_RS04265	1083		old_locus_tag=J7649_04265
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	910902	911984	+	WP_219309525.1	WP_219309525.1		tRNA (uridine(54)-C5)-methyltransferase TrmA	trmA	69582355	J7649_RS04265	1083	360	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	912228	912452	+						69582356	J7649_RS04270	225		old_locus_tag=J7649_04270
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	912228	912452	+	WP_034436106.1	WP_034436106.1		hypothetical protein		69582356	J7649_RS04270	225	74	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	912841	913401	+						69582357	J7649_RS04275	561		old_locus_tag=J7649_04275
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	912841	913401	+	WP_026055785.1	WP_026055785.1		lecithin retinol acyltransferase family protein		69582357	J7649_RS04275	561	186	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	913485	914396	-						69582358	J7649_RS04280	912		old_locus_tag=J7649_04280
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	913485	914396	-	WP_216985974.1	WP_216985974.1		bestrophin family protein		69582358	J7649_RS04280	912	303	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	914466	916193	-						69582359	J7649_RS04285	1728		old_locus_tag=J7649_04285
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	914466	916193	-	WP_219309526.1	WP_219309526.1		glutamine--tRNA ligase/YqeY domain fusion protein		69582359	J7649_RS04285	1728	575	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	916617	917126	+						69582360	J7649_RS04290	510		old_locus_tag=J7649_04290
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	916617	917126	+	WP_004279844.1	WP_004279844.1		peptidyl-prolyl cis-trans isomerase		69582360	J7649_RS04290	510	169	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	917237	917956	+						69582361	J7649_RS04295	720		old_locus_tag=J7649_04295
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	917237	917956	+	WP_114540753.1	WP_114540753.1		UDP-2,3-diacylglucosamine diphosphatase		69582361	J7649_RS04295	720	239	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	917985	918206	-						69582362	J7649_RS04300	222		old_locus_tag=J7649_04300
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	917985	918206	-	WP_224215836.1	WP_224215836.1		transposase		69582362	J7649_RS04300	222	73	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	918526	918783	-						69582363	J7649_RS04305	258		old_locus_tag=J7649_04305
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	918526	918783	-	WP_228738662.1	WP_228738662.1		hypothetical protein		69582363	J7649_RS04305	258	85	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	918885	919679	-					hpaI	69582364	J7649_RS04310	795		old_locus_tag=J7649_04310
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	918885	919679	-	WP_004279848.1	WP_004279848.1		4-hydroxy-2-oxoheptanedioate aldolase	hpaI	69582364	J7649_RS04310	795	264	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	919923	920576	+					nfsB	69582365	J7649_RS04315	654		old_locus_tag=J7649_04315
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	919923	920576	+	WP_219309527.1	WP_219309527.1		oxygen-insensitive NAD(P)H nitroreductase	nfsB	69582365	J7649_RS04315	654	217	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	920683	920910	+						69584841	J7649_RS16765	228		
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	920683	920910	+	WP_228738663.1	WP_228738663.1		hypothetical protein		69584841	J7649_RS16765	228	75	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	920873	921727	-						69582366	J7649_RS04325	855		old_locus_tag=J7649_04325
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	920873	921727	-	WP_219309528.1	WP_219309528.1		EamA family transporter		69582366	J7649_RS04325	855	284	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	921813	922850	-					fba	69582367	J7649_RS04330	1038		old_locus_tag=J7649_04330
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	921813	922850	-	WP_004279853.1	WP_004279853.1		fructose-bisphosphate aldolase class II	fba	69582367	J7649_RS04330	1038	345	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	922970	923248	-						69582368	J7649_RS04335	279		old_locus_tag=J7649_04335
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	922970	923248	-	WP_219309530.1	WP_219309530.1		hypothetical protein		69582368	J7649_RS04335	279	92	
gene	protein_coding	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	923403	924590	-						69582369	J7649_RS04340	1188		old_locus_tag=J7649_04340
CDS	with_protein	GCF_019343495.1	Primary Assembly	chromosome		NZ_CP072549.1	923403	924590	-	WP_219309532.1	WP_219309532.1		phosphoglycerate kinase		69582369	J7649_RS04340	1188	395	
